id,start,end,year,ships,days
1755,"Coron","Negrepont",1442,2,2
1755,"Negrepont","Constantinople",1442,2,2
1755,"Constantinople","Tana",1442,2,1
1755,"Tana","Constantinople",1442,2,6
1756,"Venice","Corfou",1442,2,1
1756,"Corfou","Modon",1442,2,1
1756,"Modon","Coron",1442,2,1
1756,"Coron","Negrepont",1442,2,2
1756,"Negrepont","Constantinople",1442,2,2
1756,"Constantinople","Sinope",1442,2,1
1756,"Sinope","Simisso",1442,2,1
1756,"Simisso","Trebizonde",1442,2,14
1756,"Trebizonde","Constantinople",1442,2,6
1757,"Venice","Syracuse",1443,2,1
1757,"Syracuse","Tunis",1443,2,1
1757,"Tunis","Cadix",1443,2,1
1757,"Cadix","Sevilla",1443,2,1
1757,"Sevilla","Malaga",1443,2,1
1757,"Malaga","Grenade",1443,2,1
1757,"Grenade","Valencia",1443,2,1
1757,"Valencia","Tortosa",1443,2,1
1757,"Tortosa","Venice",1443,2,1
1758,"Venice","Ragusa",1443,2,1
1759,"Venice","Messine",1443,2,1
1759,"Messine","Palerme",1443,2,1
1759,"Palerme","Pise",1443,2,1
1759,"Pise","Locum.Buccari",1443,2,1
1759,"Locum.Buccari","Aigues.Mortes",1443,2,1
1759,"Aigues.Mortes","Agde",1443,2,1
1759,"Agde","Catalugna",1443,2,1
1759,"Catalugna","Valencia",1443,2,1
1760,"Venice","Sicily",1443,4,1
1760,"Sicily","Majorque",1443,4,1
1760,"Majorque","Malaga",1443,4,1
1760,"Malaga","Cadix",1443,4,1
1760,"Cadix","Bruges",1443,4,1
1760,"Bruges","Anvers",1443,4,60
1760,"Anvers","London",1443,4,1
1760,"London","Southampton",1443,4,5
1760,"Southampton","Caput.Martin",1443,4,1
1760,"Caput.Martin","Malaga",1443,4,1
1761,"Venice","Corfou",1443,2,1
1761,"Corfou","Modon",1443,2,1
1761,"Modon","Coron",1443,2,1
1761,"Coron","Negrepont",1443,2,2
1762,"Venice","Corfou",1443,1,1
1762,"Corfou","Modon",1443,1,1
1762,"Modon","Coron",1443,1,1
1762,"Coron","Negrepont",1443,1,2
1762,"Negrepont","Constantinople",1443,1,2
1762,"Constantinople","Tana",1443,1,1
1762,"Tana","Caffa",1443,1,1
1762,"Caffa","Constantinople",1443,1,1
1763,"Venice","Beyrouth",1443,2,28
1763,"Beyrouth","Constantinople",1443,2,2
1763,"Constantinople","Sinope",1443,2,1
1763,"Sinope","Simisso",1443,2,1
1763,"Simisso","Trebizonde",1443,2,14
1764,"Venice","Beyrouth",1443,1,28
1764,"Beyrouth","Jaffa",1443,1,1
1764,"Jaffa","Acre",1443,1,6
1764,"Acre","Jaffa",1443,1,6
1764,"Jaffa","Beyrouth",1443,1,1
1765,"Venice","Beyrouth",1443,1,28
1765,"Beyrouth","Tripoli.Syria",1443,1,1
1765,"Tripoli.Syria","Laodicée",1443,1,1
1765,"Laodicée","Beyrouth",1443,1,1
1766,"Venice","Syracuse",1443,2,2
1766,"Syracuse","Tunis",1443,2,20
1766,"Tunis","Bône",1443,2,2
1766,"Bône","Bougie",1443,2,6
1766,"Bougie","Alger",1443,2,3
1766,"Alger","Oran",1443,2,8
1766,"Oran","One",1443,2,6
1766,"One","Barbarie",1443,2,1
1766,"Barbarie","Cadix",1443,2,1
1766,"Cadix","Malaga",1443,2,1
1766,"Malaga","Valencia",1443,2,1
1766,"Valencia","Tortosa",1443,2,1
1766,"Tortosa","Tunis",1443,2,1
1767,"Venice","Dune",1444,2,1
1767,"Dune","Sluis",1444,2,1
1767,"Sluis","London",1444,2,90
1767,"London","Southampton",1444,2,1
1768,"Venice","Dune",1444,1,1
1768,"Dune","Sluis",1444,1,1
1768,"Sluis","Anvers",1444,1,60
1769,"Venice","Cotrone",1444,2,1
1769,"Cotrone","Syracuse",1444,2,2
1769,"Syracuse","Tunis",1444,2,20
1769,"Tunis","Cadix",1444,2,1
1769,"Cadix","San.Lucar",1444,2,25
1769,"San.Lucar","Sevilla",1444,2,1
1769,"Sevilla","Malaga",1444,2,1
1769,"Malaga","Valencia",1444,2,1
1769,"Valencia","Tortosa",1444,2,1
1769,"Tortosa","Majorque",1444,2,1
1769,"Majorque","Tunis",1444,2,1
1769,"Tunis","Sfax",1444,2,1
1769,"Sfax","Djerba",1444,2,1
1769,"Djerba","Tripoli.Libye",1444,2,1
1769,"Tripoli.Libye","Syracuse",1444,2,1
1769,"Syracuse","Ragusa",1444,2,1
1770,"Venice","Syracuse",1444,1,1
1770,"Syracuse","Messine",1444,1,1
1770,"Messine","Palerme",1444,1,1
1770,"Palerme","Pise",1444,1,1
1770,"Pise","Locum.Buccari",1444,1,1
1770,"Locum.Buccari","Aigues.Mortes",1444,1,1
1770,"Aigues.Mortes","Valencia",1444,1,1
1771,"Venice","Modon",1444,2,1
1771,"Modon","Crete",1444,2,1
1771,"Crete","Rhodes",1444,2,1
1771,"Rhodes","Beyrouth",1444,2,28
1772,"Venice","Beyrouth",1444,1,28
1772,"Beyrouth","Tripoli.Syria",1444,1,1
1773,"Venice","Corfou",1444,1,1
1773,"Corfou","Modon",1444,1,1
1773,"Modon","Coron",1444,1,1
1773,"Coron","Negrepont",1444,1,2
1773,"Negrepont","Constantinople",1444,1,2
1773,"Constantinople","Sinope",1444,1,1
1773,"Sinope","Simisso",1444,1,1
1773,"Simisso","Trebizonde",1444,1,16
1773,"Trebizonde","Constantinople",1444,1,1
1774,"Venice","Corfou",1444,1,1
1774,"Corfou","Modon",1444,1,1
1774,"Modon","Coron",1444,1,1
1774,"Coron","Negrepont",1444,1,2
1774,"Negrepont","Constantinople",1444,1,2
1774,"Constantinople","Tana",1444,1,1
1774,"Tana","Constantinople",1444,1,1
1775,"Venice","Crete",1444,1,1
1775,"Crete","Rhodes",1444,1,1
1775,"Rhodes","Cyprus",1444,1,1
1775,"Cyprus","Rhodes",1444,1,1
1776,"Venice","Cotrone",1445,2,1
1776,"Cotrone","Syracuse",1445,2,1
1776,"Syracuse","Tunis",1445,2,1
1776,"Tunis","Bône",1445,2,2
1776,"Bône","Alger",1445,2,3
1776,"Alger","Oran",1445,2,8
1776,"Oran","One",1445,2,6
1776,"One","Cadix",1445,2,1
1776,"Cadix","San.Lucar",1445,2,24
1776,"San.Lucar","Sevilla",1445,2,1
1776,"Sevilla","Malaga",1445,2,2
1776,"Malaga","Majorque",1445,2,1
1776,"Majorque","Tunis",1445,2,1
1776,"Tunis","Sfax",1445,2,1
1776,"Sfax","Djerba",1445,2,1
1776,"Djerba","Tripoli.Libye",1445,2,1
1776,"Tripoli.Libye","Syracuse",1445,2,1
1777,"Venice","Messine",1445,2,1
1777,"Messine","Palerme",1445,2,1
1777,"Palerme","Majorque",1445,2,1
1777,"Majorque","Malaga",1445,2,1
1777,"Malaga","Cadix",1445,2,1
1777,"Cadix","Bruges",1445,2,1
1777,"Bruges","Sluis",1445,2,1
1777,"Sluis","Anvers",1445,2,60
1777,"Anvers","Caput.Martin",1445,2,1
1777,"Caput.Martin","Malaga",1445,2,1
1778,"Venice","Messine",1445,2,1
1778,"Messine","Palerme",1445,2,1
1778,"Palerme","Majorque",1445,2,1
1778,"Majorque","Malaga",1445,2,1
1778,"Malaga","Cadix",1445,2,1
1778,"Cadix","Southampton",1445,2,5
1778,"Southampton","Sandwich",1445,2,90
1778,"Sandwich","Caput.Martin",1445,2,1
1778,"Caput.Martin","Malaga",1445,2,1
1779,"Venice","Syracuse",1445,2,1
1779,"Syracuse","Messine",1445,2,1
1779,"Messine","Palerme",1445,2,1
1779,"Palerme","Pise",1445,2,1
1779,"Pise","Locum.Buccari",1445,2,1
1779,"Locum.Buccari","Aigues.Mortes",1445,2,1
1780,"Venice","Corfou",1445,3,1
1780,"Corfou","Modon",1445,3,1
1780,"Modon","Coron",1445,3,1
1780,"Coron","Negrepont",1445,3,2
1780,"Negrepont","Gallipoli",1445,3,1
1780,"Gallipoli","Constantinople",1445,3,2
1780,"Constantinople","Tana",1445,3,4
1780,"Tana","Caffa",1445,3,1
1780,"Caffa","Trebizonde",1445,3,16
1780,"Trebizonde","Black.Sea.",1445,3,1
1780,"Black.Sea.","Constantinople",1445,3,1
1781,"Venice","Corfou",1445,1,1
1781,"Corfou","Modon",1445,1,1
1781,"Modon","Coron",1445,1,1
1781,"Coron","Crete",1445,1,1
1781,"Crete","Cyprus",1445,1,25
1781,"Cyprus","Cyprus",1445,1,2
1781,"Cyprus","Cyprus",1445,1,4
1781,"Cyprus","Cyprus",1445,1,1
1781,"Cyprus","Cyprus",1445,1,8
1781,"Cyprus","Beyrouth",1445,1,1
1781,"Beyrouth","Syria",1445,1,1
1782,"Venice","Cotrone",1446,2,1
1782,"Cotrone","Syracuse",1446,2,1
1782,"Syracuse","Tunis",1446,2,1
1782,"Tunis","Bône",1446,2,2
1782,"Bône","Alger",1446,2,3
1782,"Alger","Oran",1446,2,8
1782,"Oran","One",1446,2,6
1782,"One","Cadix",1446,2,1
1782,"Cadix","San.Lucar",1446,2,24
1782,"San.Lucar","Sevilla",1446,2,1
1782,"Sevilla","Malaga",1446,2,2
1782,"Malaga","Majorque",1446,2,1
1782,"Majorque","Tunis",1446,2,1
1782,"Tunis","Sfax",1446,2,1
1782,"Sfax","Djerba",1446,2,1
1782,"Djerba","Tripoli.Libye",1446,2,1
1782,"Tripoli.Libye","Syracuse",1446,2,1
1783,"Venice","Messine",1446,2,1
1783,"Messine","Palerme",1446,2,1
1783,"Palerme","Majorque",1446,2,1
1783,"Majorque","Cadix",1446,2,1
1783,"Cadix","Malaga",1446,2,1
1783,"Malaga","Dune",1446,2,1
1783,"Dune","Sluis",1446,2,1
1783,"Sluis","Anvers",1446,2,60
1784,"Venice","Messine",1446,1,1
1784,"Messine","Palerme",1446,1,1
1784,"Palerme","Majorque",1446,1,1
1784,"Majorque","Cadix",1446,1,1
1784,"Cadix","Malaga",1446,1,1
1784,"Malaga","Dune",1446,1,1
1784,"Dune","Southampton",1446,1,1
1784,"Southampton","Sandwich",1446,1,1
1784,"Sandwich","London",1446,1,90
1785,"Venice","Pula",1446,1,1
1785,"Pula","Corfou",1446,1,1
1785,"Corfou","Modon",1446,1,1
1785,"Modon","Coron",1446,1,1
1785,"Coron","Crete",1446,1,1
1785,"Crete","Cyprus",1446,1,25
1785,"Cyprus","Cyprus",1446,1,2
1785,"Cyprus","Cyprus",1446,1,4
1785,"Cyprus","Cyprus",1446,1,1
1785,"Cyprus","Cyprus",1446,1,8
1785,"Cyprus","Beyrouth",1446,1,1
1785,"Beyrouth","Syria",1446,1,1
1786,"Venice","Syracuse",1446,2,1
1786,"Syracuse","Messine",1446,2,1
1786,"Messine","Palerme",1446,2,1
1786,"Palerme","Pise",1446,2,1
1786,"Pise","Locum.Buccari",1446,2,1
1786,"Locum.Buccari","Aigues.Mortes",1446,2,1
1786,"Aigues.Mortes","Catalugna",1446,2,1
1786,"Catalugna","Valencia",1446,2,1
1787,"Venice","Corfou",1446,2,1
1787,"Corfou","Modon",1446,2,1
1787,"Modon","Coron",1446,2,1
1787,"Coron","Negrepont",1446,2,2
1787,"Negrepont","Constantinople",1446,2,2
1787,"Constantinople","Tana",1446,2,14
1787,"Tana","Constantinople",1446,2,1
1788,"Venice","Corfou",1446,1,1
1788,"Corfou","Modon",1446,1,1
1788,"Modon","Coron",1446,1,1
1788,"Coron","Negrepont",1446,1,2
1788,"Negrepont","Constantinople",1446,1,2
1788,"Constantinople","Sinope",1446,1,1
1788,"Sinope","Simisso",1446,1,1
1788,"Simisso","Trebizonde",1446,1,16
1788,"Trebizonde","Black.Sea.",1446,1,2
1788,"Black.Sea.","Constantinople",1446,1,1
1789,"Venice","Beyrouth",1446,4,28
1789,"Beyrouth","Laodicée",1446,4,1
1789,"Laodicée","Beyrouth",1446,4,1
1790,"Venice","Cotrone",1447,2,1
1790,"Cotrone","Syracuse",1447,2,2
1790,"Syracuse","Tunis",1447,2,20
1790,"Tunis","Bône",1447,2,2
1790,"Bône","Bougie",1447,2,6
1790,"Bougie","Oran",1447,2,8
1790,"Oran","One",1447,2,6
1790,"One","Malaga",1447,2,1
1790,"Malaga","Majorque",1447,2,1
1790,"Majorque","Tunis",1447,2,1
1790,"Tunis","Sfax",1447,2,1
1790,"Sfax","Djerba",1447,2,1
1790,"Djerba","Tripoli.Libye",1447,2,1
1790,"Tripoli.Libye","Syracuse",1447,2,1
1791,"Venice","Zara",1447,1,1
1791,"Zara","Messine",1447,1,1
1791,"Messine","Palerme",1447,1,1
1791,"Palerme","Malaga",1447,1,1
1791,"Malaga","Cadix",1447,1,1
1791,"Cadix","Dune",1447,1,1
1791,"Dune","London",1447,1,90
1791,"London","Southampton",1447,1,1
1791,"Southampton","Sandwich",1447,1,5
1792,"Venice","Dune",1447,1,1
1792,"Dune","Bruges",1447,1,1
1792,"Bruges","Sluis",1447,1,60
1793,"Venice","Jaffa",1447,1,1
1793,"Jaffa","Beyrouth",1447,1,1
1794,"Venice","Pula",1447,1,1
1794,"Pula","Corfou",1447,1,1
1794,"Corfou","Modon",1447,1,1
1794,"Modon","Coron",1447,1,1
1794,"Coron","Crete",1447,1,1
1794,"Crete","Cyprus",1447,1,25
1794,"Cyprus","Cyprus",1447,1,2
1794,"Cyprus","Cyprus",1447,1,4
1794,"Cyprus","Cyprus",1447,1,1
1794,"Cyprus","Cyprus",1447,1,8
1794,"Cyprus","Beyrouth",1447,1,1
1794,"Beyrouth","Syria",1447,1,1
1795,"Venice","Corfou",1447,2,1
1795,"Corfou","Modon",1447,2,1
1795,"Modon","Coron",1447,2,1
1795,"Coron","Negrepont",1447,2,2
1795,"Negrepont","Gallipoli",1447,2,1
1795,"Gallipoli","Constantinople",1447,2,1
1795,"Constantinople","Tana",1447,2,14
1795,"Tana","Constantinople",1447,2,1
1796,"Venice","Corfou",1447,1,1
1796,"Corfou","Modon",1447,1,1
1796,"Modon","Coron",1447,1,1
1796,"Coron","Negrepont",1447,1,2
1796,"Negrepont","Gallipoli",1447,1,1
1796,"Gallipoli","Constantinople",1447,1,1
1796,"Constantinople","Sinope",1447,1,1
1796,"Sinope","Simisso",1447,1,1
1796,"Simisso","Trebizonde",1447,1,16
1796,"Trebizonde","Black.Sea.",1447,1,2
1796,"Black.Sea.","Constantinople",1447,1,1
1797,"Venice","Syracuse",1447,1,1
1797,"Syracuse","Messine",1447,1,1
1797,"Messine","Palerme",1447,1,1
1797,"Palerme","Pise",1447,1,1
1797,"Pise","Locum.Buccari",1447,1,1
1797,"Locum.Buccari","Aigues.Mortes",1447,1,1
1798,"Venice","Cotrone",1448,2,1
1798,"Cotrone","Syracuse",1448,2,2
1798,"Syracuse","Messine",1448,2,1
1798,"Messine","Bône",1448,2,2
1798,"Bône","Bougie",1448,2,6
1798,"Bougie","Alger",1448,2,1
1798,"Alger","Cadix",1448,2,1
1798,"Cadix","San.Lucar",1448,2,1
1798,"San.Lucar","Sevilla",1448,2,1
1798,"Sevilla","Malaga",1448,2,1
1798,"Malaga","Majorque",1448,2,1
1798,"Majorque","Tunis",1448,2,1
1798,"Tunis","Sfax",1448,2,1
1798,"Sfax","Djerba",1448,2,1
1798,"Djerba","Tripoli.Libye",1448,2,1
1798,"Tripoli.Libye","Syracuse",1448,2,2
1799,"Venice","Syracuse",1448,2,1
1799,"Syracuse","Corfou",1448,2,1
1799,"Corfou","Modon",1448,2,1
1799,"Modon","Coron",1448,2,1
1799,"Coron","Negrepont",1448,2,2
1799,"Negrepont","Gallipoli",1448,2,1
1799,"Gallipoli","Constantinople",1448,2,1
1799,"Constantinople","Tana",1448,2,1
1799,"Tana","Constantinople",1448,2,1
1800,"Venice","Syracuse",1448,1,1
1800,"Syracuse","Corfou",1448,1,1
1800,"Corfou","Modon",1448,1,1
1800,"Modon","Coron",1448,1,1
1800,"Coron","Negrepont",1448,1,2
1800,"Negrepont","Gallipoli",1448,1,1
1800,"Gallipoli","Constantinople",1448,1,1
1800,"Constantinople","Sinope",1448,1,1
1800,"Sinope","Simisso",1448,1,1
1800,"Simisso","Trebizonde",1448,1,1
1800,"Trebizonde","Black.Sea.",1448,1,1
1800,"Black.Sea.","Constantinople",1448,1,1
1801,"Venice","Messine",1448,3,1
1801,"Messine","Palerme",1448,3,1
1802,"Venice","Modon",1448,1,1
1803,"Venice","Pula",1448,5,1
1803,"Pula","Corfou",1448,5,1
1803,"Corfou","Modon",1448,5,1
1803,"Modon","Crete",1448,5,1
1803,"Crete","Alexandrie",1448,5,20
1804,"Venice","Pula",1448,1,1
1804,"Pula","Crete",1448,1,1
1804,"Crete","Cyprus",1448,1,1
1804,"Cyprus","Rhodes",1448,1,1
1804,"Rhodes","Crete",1448,1,1
1805,"Venice","Jaffa",1448,1,1
1806,"Venice","Pula",1449,3,1
1806,"Pula","Cadix",1449,3,1
1806,"Cadix","Dune",1449,3,1
1806,"Dune","Sluis",1449,3,1
1806,"Sluis","Bruges",1449,3,1
1806,"Bruges","Anvers",1449,3,60
1806,"Anvers","London",1449,3,90
1807,"Venice","Rhodes",1449,1,1
1807,"Rhodes","Cyprus",1449,1,1
1807,"Cyprus","Jaffa",1449,1,1
1807,"Jaffa","Syria",1449,1,1
1808,"Venice","Corfou",1449,2,1
1808,"Corfou","Modon",1449,2,1
1808,"Modon","Coron",1449,2,1
1808,"Coron","Negrepont",1449,2,2
1808,"Negrepont","Constantinople",1449,2,2
1808,"Constantinople","Tana",1449,2,14
1808,"Tana","Caffa",1449,2,1
1808,"Caffa","Constantinople",1449,2,6
1809,"Venice","Corfou",1449,1,1
1809,"Corfou","Modon",1449,1,1
1809,"Modon","Coron",1449,1,1
1809,"Coron","Negrepont",1449,1,2
1809,"Negrepont","Constantinople",1449,1,2
1809,"Constantinople","Trebizonde",1449,1,16
1809,"Trebizonde","Constantinople",1449,1,6
1810,"Venice","Cyprus",1449,4,1
1810,"Cyprus","Beyrouth",1449,4,28
1810,"Beyrouth","Laodicée",1449,4,1
1810,"Laodicée","Crete",1449,4,1
1811,"Venice","Crete",1449,3,1
1811,"Crete","Alexandrie",1449,3,20
1811,"Alexandrie","Crete",1449,3,1
1812,"Venice","Istrie",1450,4,1
1812,"Istrie","Crete",1450,4,1
1812,"Crete","Rhodes",1450,4,1
1812,"Rhodes","Cyprus",1450,4,1
1812,"Cyprus","Beyrouth",1450,4,1
1812,"Beyrouth","Alexandrie",1450,4,20
1812,"Alexandrie","Rhodes",1450,4,1
1812,"Rhodes","Corfou",1450,4,1
1813,"Venice","Istrie",1450,1,1
1813,"Istrie","Crete",1450,1,1
1813,"Crete","Rhodes",1450,1,1
1813,"Rhodes","Cyprus",1450,1,1
1813,"Cyprus","Beyrouth",1450,1,1
1813,"Beyrouth","Alexandrie",1450,1,20
1813,"Alexandrie","Rhodes",1450,1,1
1813,"Rhodes","Corfou",1450,1,1
1814,"Venice","Beyrouth",1450,5,28
1814,"Beyrouth","Alexandrie",1450,5,20
1814,"Alexandrie","Syria",1450,5,1
1814,"Syria","Rhodes",1450,5,1
1814,"Rhodes","Modon",1450,5,1
1814,"Modon","Corfou",1450,5,1
1815,"Venice","Pula",1450,1,1
1815,"Pula","Crete",1450,1,1
1815,"Crete","Cyprus",1450,1,25
1815,"Cyprus","Cyprus",1450,1,2
1815,"Cyprus","Cyprus",1450,1,4
1815,"Cyprus","Cyprus",1450,1,1
1815,"Cyprus","Cyprus",1450,1,8
1815,"Cyprus","Rhodes",1450,1,1
1816,"Venice","Pula",1450,4,1
1816,"Pula","Sicily",1450,4,1
1816,"Sicily","Sluis",1450,4,1
1816,"Sluis","Bruges",1450,4,60
1816,"Bruges","Southampton",1450,4,1
1816,"Southampton","London",1450,4,90
1817,"Venice","Corfou",1450,2,1
1817,"Corfou","Modon",1450,2,1
1817,"Modon","Coron",1450,2,1
1817,"Coron","Negrepont",1450,2,2
1817,"Negrepont","Constantinople",1450,2,2
1817,"Constantinople","Tana",1450,2,14
1817,"Tana","Constantinople",1450,2,6
1818,"Venice","Corfou",1450,1,1
1818,"Corfou","Modon",1450,1,1
1818,"Modon","Coron",1450,1,1
1818,"Coron","Negrepont",1450,1,2
1818,"Negrepont","Constantinople",1450,1,2
1818,"Constantinople","Sinope",1450,1,1
1818,"Sinope","Simisso",1450,1,1
1818,"Simisso","Trebizonde",1450,1,16
1818,"Trebizonde","Constantinople",1450,1,6
1819,"Venice","Pula",1451,4,1
1819,"Pula","Alexandrie",1451,4,20
1820,"Venice","Syracuse",1451,1,1
1820,"Syracuse","Messine",1451,1,1
1820,"Messine","Palerme",1451,1,1
1820,"Palerme","Pise",1451,1,1
1820,"Pise","Talamone",1451,1,1
1820,"Talamone","Locum.Buccari",1451,1,1
1820,"Locum.Buccari","Aigues.Mortes",1451,1,1
1820,"Aigues.Mortes","Montpellier",1451,1,1
1820,"Montpellier","Pise",1451,1,1
1820,"Pise","Gaete",1451,1,1
1820,"Gaete","Napoli",1451,1,1
1821,"Venice","Ragusa",1451,1,1
1821,"Ragusa","Syracuse",1451,1,2
1821,"Syracuse","Tunis",1451,1,20
1821,"Tunis","Bône",1451,1,2
1821,"Bône","Bougie",1451,1,6
1821,"Bougie","Malaga",1451,1,6
1821,"Malaga","Oran",1451,1,1
1821,"Oran","Sevilla",1451,1,1
1821,"Sevilla","Malaga",1451,1,1
1821,"Malaga","Tunis",1451,1,1
1821,"Tunis","Syracuse",1451,1,1
1821,"Syracuse","Venice",1451,1,1
1822,"Venice","Pula",1451,4,1
1822,"Pula","Beyrouth",1451,4,28
1823,"Venice","Pula",1451,1,1
1823,"Pula","Dune",1451,1,7
1823,"Dune","Sluis",1451,1,60
1824,"Venice","Pula",1451,1,1
1824,"Pula","Southampton",1451,1,100
1825,"Venice","Pula",1451,1,1
1825,"Pula","Dune",1451,1,7
1825,"Dune","Sluis",1451,1,60
1825,"Sluis","London",1451,1,90
1826,"Venice","Corfou",1451,2,1
1826,"Corfou","Modon",1451,2,1
1826,"Modon","Coron",1451,2,1
1826,"Coron","Negrepont",1451,2,2
1826,"Negrepont","Constantinople",1451,2,2
1826,"Constantinople","Tana",1451,2,14
1826,"Tana","Caffa",1451,2,1
1826,"Caffa","Constantinople",1451,2,6
1827,"Venice","Corfou",1451,1,1
1827,"Corfou","Modon",1451,1,1
1827,"Modon","Coron",1451,1,1
1827,"Coron","Negrepont",1451,1,2
1827,"Negrepont","Constantinople",1451,1,2
1827,"Constantinople","Sinope",1451,1,1
1827,"Sinope","Simisso",1451,1,1
1827,"Simisso","Trebizonde",1451,1,16
1827,"Trebizonde","Constantinople",1451,1,6
1828,"Venice","Aigues.Mortes",1452,2,1
1828,"Aigues.Mortes","Messine",1452,2,1
1828,"Messine","Syracuse",1452,2,1
1829,"Venice","Pula",1452,3,1
1829,"Pula","Dune",1452,3,1
1829,"Dune","Sluis",1452,3,60
1829,"Sluis","Southampton",1452,3,100
1829,"Southampton","London",1452,3,90
1830,"Venice","Syracuse",1452,2,2
1830,"Syracuse","Tunis",1452,2,20
1830,"Tunis","Bône",1452,2,2
1830,"Bône","Bougie",1452,2,6
1830,"Bougie","Alger",1452,2,3
1830,"Alger","Oran",1452,2,8
1830,"Oran","One",1452,2,1
1830,"One","Malaga",1452,2,2
1830,"Malaga","Tunis",1452,2,1
1830,"Tunis","Alger",1452,2,1
1830,"Alger","Tripoli.Libye",1452,2,1
1830,"Tripoli.Libye","Syracuse",1452,2,1
1830,"Syracuse","Venice",1452,2,1
1831,"Venice","Corfou",1452,2,1
1831,"Corfou","Modon",1452,2,1
1831,"Modon","Coron",1452,2,1
1831,"Coron","Negrepont",1452,2,2
1831,"Negrepont","Constantinople",1452,2,2
1831,"Constantinople","Tana",1452,2,14
1831,"Tana","Caffa",1452,2,1
1831,"Caffa","Constantinople",1452,2,6
1832,"Venice","Corfou",1452,1,1
1832,"Corfou","Modon",1452,1,1
1832,"Modon","Coron",1452,1,1
1832,"Coron","Negrepont",1452,1,2
1832,"Negrepont","Constantinople",1452,1,2
1832,"Constantinople","Trebizonde",1452,1,16
1832,"Trebizonde","Constantinople",1452,1,6
1833,"Venice","Jerusalem",1452,1,1
1834,"Venice","Pula",1452,1,1
1834,"Pula","Modon",1452,1,1
1834,"Modon","Crete",1452,1,1
1834,"Crete","Rhodes",1452,1,1
1834,"Rhodes","Cyprus",1452,1,25
1834,"Cyprus","Cyprus",1452,1,2
1834,"Cyprus","Cyprus",1452,1,1
1835,"Venice","Pula",1452,4,1
1835,"Pula","Beyrouth",1452,4,1
1835,"Beyrouth","Syria",1452,4,1
1835,"Syria","Beyrouth",1452,4,28
1835,"Beyrouth","Rhodes",1452,4,1
1835,"Rhodes","Coron",1452,4,1
1835,"Coron","Modon",1452,4,1
1836,"Venice","Alexandrie",1452,4,20
1837,"Venice","Dune",1453,3,2
1837,"Dune","Sluis",1453,3,1
1837,"Sluis","Anvers",1453,3,50
1837,"Anvers","Southampton",1453,3,1
1837,"Southampton","Sandwich",1453,3,8
1837,"Sandwich","London",1453,3,11
1837,"London","Negrepont",1453,3,2
1838,"Venice","Syracuse",1453,2,1
1838,"Syracuse","Palerme",1453,2,1
1838,"Palerme","Aigues.Mortes",1453,2,1
1838,"Aigues.Mortes","Majorque",1453,2,1
1838,"Majorque","Gaete",1453,2,1
1838,"Gaete","Napoli",1453,2,1
1839,"Venice","Pula",1453,2,1
1839,"Pula","Syracuse",1453,2,2
1839,"Syracuse","Tunis",1453,2,10
1839,"Tunis","Bône",1453,2,2
1839,"Bône","Bougie",1453,2,3
1839,"Bougie","Alger",1453,2,1
1840,"Venice","Cyprus",1453,3,1
1841,"Venice","Modon",1453,3,1
1841,"Modon","Crete",1453,3,1
1841,"Crete","Beyrouth",1453,3,1
1842,"Venice","Pula",1453,1,1
1842,"Pula","Corfou",1453,1,1
1842,"Corfou","Modon",1453,1,1
1842,"Modon","Rhodes",1453,1,1
1842,"Rhodes","Cyprus",1453,1,25
1842,"Cyprus","Cyprus",1453,1,2
1842,"Cyprus","Cyprus",1453,1,4
1842,"Cyprus","Cyprus",1453,1,1
1842,"Cyprus","Cyprus",1453,1,8
1842,"Cyprus","Beyrouth",1453,1,1
