"start","end","year","ships","days"
"Corfou","Modon",1414,2,1
"Modon","Coron",1414,2,1
"Coron","Negrepont",1414,2,1
"Negrepont","Gallipoli",1414,2,1
"Gallipoli","Constantinople",1414,2,2
"Constantinople","Tana",1414,2,14
"Venice","Zara",1414,1,1
"Zara","Sicily",1414,1,1
"Sicily","Gaete",1414,1,1
"Gaete","Napoli",1414,1,1
"Napoli","Aigues.Mortes",1414,1,15
"Aigues.Mortes","Flanders",1414,1,1
"Flanders","Corfou",1414,1,1
"Corfou","Modon",1414,1,1
"Modon","Coron",1414,1,1
"Coron","Negrepont",1414,1,1
"Negrepont","Gallipoli",1414,1,1
"Gallipoli","Constantinople",1414,1,2
"Constantinople","Trebizonde",1414,1,14
"Venice","Jaffa",1414,1,1
"Venice","Jaffa",1414,1,1
"Jaffa","Syria",1414,1,1
"Venice","Cyprus",1414,1,1
"Cyprus","Jaffa",1414,1,2
"Jaffa","Beyrouth",1414,1,28
"Beyrouth","Tripoli.Syria",1414,1,1
"Tripoli.Syria","Laodicée",1414,1,1
"Venice","Cyprus",1414,1,1
"Cyprus","Beyrouth",1414,1,28
"Beyrouth","Tripoli.Syria",1414,1,1
"Tripoli.Syria","Laodicée",1414,1,1
"Venice","Cyprus",1414,1,1
"Cyprus","Beyrouth",1414,1,28
"Beyrouth","Damas",1414,1,1
"Damas","Tripoli.Syria",1414,1,1
"Tripoli.Syria","Laodicée",1414,1,1
"Venice","Crete",1414,3,1
"Crete","Alexandrie",1414,3,20
"Venice","Messine",1415,2,1
"Messine","Majorque",1415,2,1
"Majorque","Cadix",1415,2,1
"Cadix","Bruges",1415,2,50
"Venice","Messine",1415,2,1
"Messine","Majorque",1415,2,1
"Majorque","Cadix",1415,2,1
"Cadix","London",1415,2,50
"Venice","Zara",1415,1,1
"Zara","Sicily",1415,1,1
"Sicily","Aigues.Mortes",1415,1,18
"Aigues.Mortes","Flanders",1415,1,1
"Venice","Zara",1415,1,1
"Zara","Rhodes",1415,1,1
"Rhodes","Alexandrie",1415,1,1
"Alexandrie","Jaffa",1415,1,1
"Jaffa","Cyprus",1415,1,1
"Cyprus","Syria",1415,1,1
"Venice","Alexandrie",1415,3,20
"Venice","Corfou",1415,2,1
"Corfou","Modon",1415,2,1
"Modon","Coron",1415,2,1
"Coron","Negrepont",1415,2,1
"Negrepont","Constantinople",1415,2,2
"Constantinople","Tana",1415,2,14
"Venice","Corfou",1415,1,1
"Corfou","Modon",1415,1,1
"Modon","Coron",1415,1,1
"Coron","Negrepont",1415,1,1
"Negrepont","Constantinople",1415,1,2
"Constantinople","Trebizonde",1415,1,10
"Venice","Cyprus",1415,1,1
"Cyprus","Beyrouth",1415,1,28
"Beyrouth","Tripoli.Syria",1415,1,1
"Tripoli.Syria","Laodicée",1415,1,1
"Venice","Cyprus",1415,1,1
"Cyprus","Beyrouth",1415,1,28
"Beyrouth","Tripoli.Syria",1415,1,1
"Venice","Jerusalem",1415,1,1
"Venice","Sicily",1415,1,1
"Sicily","Aigues.Mortes",1415,1,18
"Aigues.Mortes","Flanders",1415,1,1
"Venice","Messine",1416,2,1
"Messine","Majorque",1416,2,1
"Majorque","Malaga",1416,2,1
"Malaga","Cadix",1416,2,1
"Cadix","Bruges",1416,2,50
"Venice","Messine",1416,2,1
"Messine","Majorque",1416,2,1
"Majorque","Malaga",1416,2,1
"Malaga","Cadix",1416,2,1
"Cadix","London",1416,2,1
"Venice","Corfou",1416,2,1
"Corfou","Modon",1416,2,1
"Modon","Coron",1416,2,1
"Coron","Negrepont",1416,2,1
"Negrepont","Constantinople",1416,2,2
"Constantinople","Tana",1416,2,14
"Venice","Corfou",1416,1,1
"Corfou","Modon",1416,1,1
"Modon","Coron",1416,1,1
"Coron","Negrepont",1416,1,1
"Negrepont","Constantinople",1416,1,2
"Constantinople","Trebizonde",1416,1,10
"Venice","Jaffa",1416,1,2
"Jaffa","Beyrouth",1416,1,28
"Beyrouth","Tripoli.Syria",1416,1,1
"Tripoli.Syria","Laodicée",1416,1,1
"Laodicée","Tripoli.Syria",1416,1,1
"Tripoli.Syria","Beyrouth",1416,1,1
"Venice","Beyrouth",1416,1,28
"Beyrouth","Jerusalem",1416,1,1
"Jerusalem","Damas",1416,1,1
"Venice","Beyrouth",1416,1,28
"Beyrouth","Tripoli.Syria",1416,1,1
"Tripoli.Syria","Laodicée",1416,1,1
"Venice","Alexandrie",1416,4,20
"Venice","London",1417,2,1
"Venice","Bruges",1417,2,1
"Venice","Corfou",1417,2,1
"Corfou","Messine",1417,2,1
"Messine","Modon",1417,2,1
"Modon","Coron",1417,2,1
"Coron","Constantinople",1417,2,2
"Constantinople","Tana",1417,2,14
"Venice","Alexandrie",1417,4,20
"Venice","Modon",1417,1,1
"Modon","Coron",1417,1,2
"Venice","Beyrouth",1417,1,1
"Venice","Aigues.Mortes",1418,1,1
"Venice","Messine",1418,2,1
"Messine","Palerme",1418,2,1
"Palerme","Majorque",1418,2,1
"Majorque","Cadix",1418,2,1
"Cadix","Bruges",1418,2,1
"Venice","Messine",1418,2,1
"Messine","Palerme",1418,2,1
"Palerme","Majorque",1418,2,1
"Majorque","Cadix",1418,2,1
"Cadix","London",1418,2,1
"Venice","Corfou",1418,3,1
"Corfou","Modon",1418,3,1
"Modon","Crete",1418,3,1
"Crete","Negrepont",1418,3,1
"Negrepont","Gallipoli",1418,3,1
"Gallipoli","Constantinople",1418,3,2
"Venice","Jaffa",1418,1,1
"Jaffa","Acre",1418,1,7
"Acre","Beyrouth",1418,1,1
"Venice","Beyrouth",1418,1,28
"Beyrouth","Tripoli.Syria",1418,1,1
"Tripoli.Syria","Laodicée",1418,1,1
"Laodicée","Beyrouth",1418,1,1
"Venice","Zara",1418,3,1
"Zara","Alexandrie",1418,3,20
"Venice","Beyrouth",1418,1,1
"Beyrouth","Jaffa",1418,1,1
"Jaffa","Beyrouth",1418,1,1
"Venice","Pise",1419,1,1
"Pise","Aigues.Mortes",1419,1,2
"Aigues.Mortes","Messine",1419,1,1
"Venice","Messine",1419,4,1
"Messine","Majorque",1419,4,1
"Majorque","Cadix",1419,4,1
"Cadix","Bruges",1419,4,1
"Bruges","London",1419,4,1
"Venice","Corfou",1419,2,1
"Corfou","Modon",1419,2,1
"Modon","Coron",1419,2,1
"Coron","Negrepont",1419,2,1
"Negrepont","Constantinople",1419,2,2
"Constantinople","Tana",1419,2,8
"Tana","Trebizonde",1419,2,8
"Trebizonde","Constantinople",1419,2,1
"Venice","Rhodes",1419,1,1
"Rhodes","Beyrouth",1419,1,28
"Beyrouth","Jaffa",1419,1,1
"Jaffa","Acre",1419,1,1
"Venice","Rhodes",1419,2,1
"Rhodes","Beyrouth",1419,2,28
"Beyrouth","Tripoli.Syria",1419,2,1
"Tripoli.Syria","Laodicée",1419,2,1
"Venice","Rhodes",1419,1,1
"Rhodes","Beyrouth",1419,1,28
"Beyrouth","Jaffa",1419,1,1
"Jaffa","Damas",1419,1,1
"Damas","Acre",1419,1,1
"Venice","Alexandrie",1419,3,20
"Venice","Zara",1420,1,1
"Zara","Pise",1420,1,2
"Pise","Locum.Buccari",1420,1,2
"Locum.Buccari","Aigues.Mortes",1420,1,1
"Venice","Messine",1420,2,1
"Messine","Majorque",1420,2,1
"Majorque","Cadix",1420,2,1
"Cadix","Bruges",1420,2,1
"Venice","Messine",1420,2,1
"Messine","Majorque",1420,2,1
"Majorque","Cadix",1420,2,1
"Cadix","London",1420,2,1
"Venice","Corfou",1420,1,1
"Corfou","Modon",1420,1,1
"Modon","Coron",1420,1,1
"Coron","Negrepont",1420,1,1
"Negrepont","Gallipoli",1420,1,1
"Gallipoli","Constantinople",1420,1,1
"Constantinople","Trebizonde",1420,1,14
"Trebizonde","Constantinople",1420,1,1
"Venice","Corfou",1420,2,1
"Corfou","Modon",1420,2,1
"Modon","Coron",1420,2,1
"Coron","Negrepont",1420,2,1
"Negrepont","Gallipoli",1420,2,1
"Gallipoli","Constantinople",1420,2,1
"Constantinople","Tana",1420,2,14
"Tana","Constantinople",1420,2,1
"Venice","Beyrouth",1420,1,28
"Beyrouth","Jaffa",1420,1,1
"Jaffa","Acre",1420,1,6
"Acre","Jaffa",1420,1,2
"Venice","Beyrouth",1420,1,28
"Beyrouth","Tripoli.Syria",1420,1,1
"Tripoli.Syria","Laodicée",1420,1,1
"Laodicée","Beyrouth",1420,1,1
"Venice","Beyrouth",1420,2,28
"Venice","Alexandrie",1420,3,20
"Venice","Jaffa",1420,1,1
"Venice","Messine",1421,2,1
"Messine","Palerme",1421,2,1
"Palerme","Majorque",1421,2,1
"Majorque","Cadix",1421,2,1
"Cadix","Bruges",1421,2,50
"Venice","Messine",1421,2,1
"Messine","Palerme",1421,2,1
"Palerme","Majorque",1421,2,1
"Majorque","Cadix",1421,2,1
"Cadix","London",1421,2,50
"Venice","Pula",1421,1,1
"Pula","Zara",1421,1,1
"Zara","Corfou",1421,1,1
"Corfou","Zara",1421,1,1
"Zara","Venice",1421,1,1
"Venice","Pula",1421,1,1
"Pula","Zara",1421,1,1
"Zara","Modon",1421,1,1
"Modon","Coron",1421,1,1
"Coron","Rhodes",1421,1,1
"Rhodes","Acre",1421,1,1
"Acre","Beyrouth",1421,1,1
"Beyrouth","Laodicée",1421,1,1
"Laodicée","Tripoli.Syria",1421,1,1
"Tripoli.Syria","Beyrouth",1421,1,1
"Venice","Corfou",1421,3,1
"Corfou","Modon",1421,3,2
"Modon","Coron",1421,3,1
"Coron","Negrepont",1421,3,2
"Negrepont","Constantinople",1421,3,2
"Constantinople","Tana",1421,3,8
"Tana","Simisso",1421,3,1
"Simisso","Trebizonde",1421,3,1
"Trebizonde","Caffa",1421,3,1
"Caffa","Constantinople",1421,3,1
"Venice","Pise",1421,1,1
"Pise","San.Lucar",1421,1,1
"San.Lucar","Civita.Vecchia",1421,1,1
"Civita.Vecchia","Locum.Buccari",1421,1,1
"Locum.Buccari","Aigues.Mortes",1421,1,1
"Venice","Sicily",1421,1,1
"Sicily","Aigues.Mortes",1421,1,2
"Aigues.Mortes","Collioure",1421,1,1
"Collioure","Flanders",1421,1,1
"Venice","Beyrouth",1421,1,28
"Beyrouth","Jaffa",1421,1,1
"Jaffa","Acre",1421,1,6
"Acre","Jaffa",1421,1,2
"Venice","Beyrouth",1421,1,28
"Beyrouth","Tripoli.Syria",1421,1,1
"Tripoli.Syria","Beyrouth",1421,1,1
"Venice","Beyrouth",1421,2,28
"Venice","Alexandrie",1421,3,20
"Venice","Pise",1422,1,1
"Pise","Ligurie",1422,1,1
"Ligurie","Civita.Vecchia",1422,1,2
"Civita.Vecchia","Aigues.Mortes",1422,1,1
"Aigues.Mortes","Locum.Buccari",1422,1,2
"Locum.Buccari","Agde",1422,1,1
"Venice","Buca.Culfil",1422,2,1
"Buca.Culfil","Bruges",1422,2,1
"Venice","Buca.Culfil",1422,2,1
"Buca.Culfil","London",1422,2,1
"Venice","Buca.Culfil",1422,1,1
"Buca.Culfil","Beyrouth",1422,1,1
"Beyrouth","Crete",1422,1,1
"Crete","Rhodes",1422,1,1
"Rhodes","Jaffa",1422,1,1
"Venice","Crete",1422,2,1
"Crete","Beyrouth",1422,2,4
"Beyrouth","Laodicée",1422,2,6
"Laodicée","Rhodes",1422,2,1
"Rhodes","Modon",1422,2,1
"Venice","Corfou",1422,3,1
"Corfou","Modon",1422,3,1
"Modon","Coron",1422,3,1
"Coron","Negrepont",1422,3,1
"Negrepont","Constantinople",1422,3,2
"Constantinople","Tana",1422,3,8
"Tana","Simisso",1422,3,2
"Simisso","Trebizonde",1422,3,10
"Trebizonde","Constantinople",1422,3,1
"Venice","Rhodes",1422,1,1
"Rhodes","Beyrouth",1422,1,28
"Beyrouth","Jaffa",1422,1,1
"Jaffa","Acre",1422,1,6
"Acre","Jaffa",1422,1,2
"Venice","Rhodes",1422,1,1
"Rhodes","Beyrouth",1422,1,28
"Beyrouth","Laodicée",1422,1,1
"Laodicée","Tripoli.Syria",1422,1,1
"Venice","Rhodes",1422,1,1
"Rhodes","Beyrouth",1422,1,28
"Beyrouth","Damas",1422,1,1
"Venice","Rhodes",1422,1,1
"Rhodes","Beyrouth",1422,1,28
"Venice","Alexandrie",1422,3,20
"Venice","Messine",1423,3,1
"Messine","Palerme",1423,3,1
"Palerme","Majorque",1423,3,1
"Majorque","Malaga",1423,3,1
"Malaga","Cadix",1423,3,1
"Cadix","Bruges",1423,3,1
"Bruges","London",1423,3,1
"London","Southampton",1423,3,1
"Venice","Crete",1423,1,1
"Crete","Messine",1423,1,1
"Messine","Palerme",1423,1,1
"Palerme","Majorque",1423,1,1
"Majorque","Malaga",1423,1,1
"Malaga","Cadix",1423,1,1
"Cadix","Bruges",1423,1,1
"Bruges","London",1423,1,1
"London","Southampton",1423,1,1
"Venice","Civita.Vecchia",1423,1,1
"Civita.Vecchia","Locum.Buccari",1423,1,2
"Locum.Buccari","Aigues.Mortes",1423,1,1
"Aigues.Mortes","Agde",1423,1,1
"Agde","Locum.Buccari",1423,1,1
"Locum.Buccari","Pise",1423,1,1
"Pise","Ligurie",1423,1,1
"Ligurie","Sicily",1423,1,1
"Venice","Beyrouth",1423,2,2
"Beyrouth","Modon",1423,2,1
"Modon","Venice",1423,2,1
"Venice","Pise",1423,3,1
"Pise","Piombino",1423,3,1
"Piombino","Bayonne",1423,3,8
"Venice","Corfou",1423,2,1
"Corfou","Modon",1423,2,1
"Modon","Coron",1423,2,1
"Coron","Negrepont",1423,2,1
"Negrepont","Constantinople",1423,2,2
"Constantinople","Tana",1423,2,1
"Venice","Corfou",1423,1,1
"Corfou","Modon",1423,1,1
"Modon","Coron",1423,1,1
"Coron","Negrepont",1423,1,1
"Negrepont","Constantinople",1423,1,2
"Constantinople","Simisso",1423,1,1
"Simisso","Trebizonde",1423,1,1
"Venice","Corfou",1423,3,1
"Corfou","Crete",1423,3,1
"Crete","Rhodes",1423,3,1
"Rhodes","Alexandrie",1423,3,20
"Venice","Corfou",1423,1,1
"Corfou","Crete",1423,1,1
"Crete","Rhodes",1423,1,1
"Rhodes","Beyrouth",1423,1,28
"Beyrouth","Jaffa",1423,1,1
"Jaffa","Acre",1423,1,6
"Acre","Jaffa",1423,1,2
"Jaffa","Tripoli.Syria",1423,1,1
"Tripoli.Syria","Laodicée",1423,1,1
"Laodicée","Beyrouth",1423,1,1
"Beyrouth","Rhodes",1423,1,1
"Venice","Corfou",1423,2,1
"Corfou","Crete",1423,2,1
"Crete","Rhodes",1423,2,1
"Rhodes","Beyrouth",1423,2,28
"Beyrouth","Acre",1423,2,6
"Acre","Jaffa",1423,2,2
"Jaffa","Tripoli.Syria",1423,2,1
"Tripoli.Syria","Laodicée",1423,2,1
"Laodicée","Beyrouth",1423,2,1
"Beyrouth","Rhodes",1423,2,1
"Venice","Corfou",1423,1,1
"Corfou","Crete",1423,1,1
"Crete","Rhodes",1423,1,1
"Rhodes","Beyrouth",1423,1,28
"Beyrouth","Laodicée",1423,1,1
"Laodicée","Tripoli.Syria",1423,1,1
"Tripoli.Syria","Beyrouth",1423,1,1
"Beyrouth","Rhodes",1423,1,1
"Venice","Aigues.Mortes",1423,1,1
"Aigues.Mortes","Locum.Buccari",1423,1,1
"Locum.Buccari","Agde",1423,1,1
"Agde","Pise",1423,1,1
"Pise","Pise",1423,1,1
"Pise","Ligurie",1423,1,1
"Venice","Rama",1423,1,1
"Venice","Beyrouth",1423,1,2
"Beyrouth","Tripoli.Syria",1423,1,1
"Tripoli.Syria","Laodicée",1423,1,1
"Laodicée","Beyrouth",1423,1,4
"Beyrouth","Crete",1423,1,2
"Crete","Alexandrie",1423,1,1
"Venice","Sicily",1424,2,1
"Sicily","Majorque",1424,2,1
"Majorque","Catalugna",1424,2,1
"Catalugna","Bruges",1424,2,1
"Venice","Sicily",1424,3,1
"Sicily","Majorque",1424,3,1
"Majorque","Catalugna",1424,3,1
"Catalugna","London",1424,3,1
"Venice","Sicily",1424,1,1
"Sicily","Civita.Vecchia",1424,1,2
"Civita.Vecchia","Locum.Buccari",1424,1,2
"Locum.Buccari","Aigues.Mortes",1424,1,1
"Aigues.Mortes","Locum.Buccari",1424,1,1
"Locum.Buccari","Agde",1424,1,1
"Agde","Pise",1424,1,1
"Pise","Pise",1424,1,1
"Pise","Ligurie",1424,1,1
"Venice","Corfou",1424,3,2
"Corfou","Modon",1424,3,2
"Modon","Coron",1424,3,2
"Coron","Negrepont",1424,3,2
"Negrepont","Thessalonique",1424,3,2
"Thessalonique","Tana",1424,3,10
"Tana","Simisso",1424,3,2
"Simisso","Sinope",1424,3,2
"Sinope","Trebizonde",1424,3,10
"Trebizonde","Constantinople",1424,3,1
"Venice","Modon",1424,1,1
"Modon","Alexandrie",1424,1,1
"Alexandrie","Rhodes",1424,1,1
"Rhodes","Beyrouth",1424,1,28
"Beyrouth","Jaffa",1424,1,1
"Jaffa","Acre",1424,1,6
"Acre","Jaffa",1424,1,2
"Jaffa","Tripoli.Syria",1424,1,1
"Tripoli.Syria","Laodicée",1424,1,1
"Laodicée","Beyrouth",1424,1,1
"Beyrouth","Rhodes",1424,1,1
"Venice","Modon",1424,3,1
"Modon","Alexandrie",1424,3,1
"Alexandrie","Rhodes",1424,3,1
"Rhodes","Beyrouth",1424,3,28
"Beyrouth","Acre",1424,3,6
"Acre","Jaffa",1424,3,2
"Jaffa","Tripoli.Syria",1424,3,1
"Tripoli.Syria","Laodicée",1424,3,1
"Laodicée","Beyrouth",1424,3,1
"Beyrouth","Rhodes",1424,3,1
"Venice","Alexandrie",1424,3,20
"Venice","Jaffa",1424,1,15
"Jaffa","Acre",1424,1,15
"Acre","Syria",1424,1,1
"Syria","Beyrouth",1424,1,1
"Venice","Civita.Vecchia",1424,1,2
"Civita.Vecchia","Locum.Buccari",1424,1,2
"Locum.Buccari","Aigues.Mortes",1424,1,1
"Aigues.Mortes","Locum.Buccari",1424,1,1
"Locum.Buccari","Agde",1424,1,1
"Agde","Sicily",1424,1,1
"Sicily","Syracuse",1424,1,1
"Venice","Corfou",1425,3,2
"Corfou","Modon",1425,3,2
"Modon","Coron",1425,3,2
"Coron","Negrepont",1425,3,2
"Negrepont","Thessalonique",1425,3,2
"Thessalonique","Constantinople",1425,3,2
"Constantinople","Tana",1425,3,10
"Tana","Constantinople",1425,3,1
"Venice","Black.Sea",1425,1,1
"Black.Sea","Sinope",1425,1,2
"Sinope","Simisso",1425,1,2
"Simisso","Trebizonde",1425,1,10
"Trebizonde","Constantinople",1425,1,1
"Venice","Alexandrie",1425,1,8
"Alexandrie","Beyrouth",1425,1,15
"Beyrouth","Tripoli.Syria",1425,1,1
"Tripoli.Syria","Laodicée",1425,1,1
"Laodicée","Modon",1425,1,1
"Venice","Modon",1425,1,1
"Modon","Alexandrie",1425,1,8
"Alexandrie","Beyrouth",1425,1,15
"Beyrouth","Damas",1425,1,1
"Damas","Tripoli.Syria",1425,1,1
"Tripoli.Syria","Laodicée",1425,1,1
"Laodicée","Modon",1425,1,1
"Venice","Modon",1425,1,1
"Modon","Alexandrie",1425,1,8
"Alexandrie","Beyrouth",1425,1,15
"Beyrouth","Tripoli.Syria",1425,1,1
"Tripoli.Syria","Laodicée",1425,1,1
"Laodicée","Modon",1425,1,1
"Venice","Messine",1425,2,1
"Messine","Palerme",1425,2,1
"Palerme","Malaga",1425,2,1
"Malaga","Cadix",1425,2,1
"Cadix","Bruges",1425,2,1
"Venice","Messine",1425,3,1
"Messine","Palerme",1425,3,1
"Palerme","Malaga",1425,3,1
"Malaga","Cadix",1425,3,1
"Cadix","London",1425,3,1
"Venice","Messine",1425,2,1
"Messine","Palerme",1425,2,1
"Palerme","Napoli",1425,2,2
"Napoli","Gaete",1425,2,2
"Gaete","Talamone",1425,2,2
"Talamone","Locum.Buccari",1425,2,2
"Locum.Buccari","Aigues.Mortes",1425,2,1
"Aigues.Mortes","Locum.Buccari",1425,2,2
"Locum.Buccari","Agde",1425,2,1
"Agde","Collioure",1425,2,5
"Collioure","Barcelone",1425,2,5
"Barcelone","Valencia",1425,2,5
"Valencia","Majorque",1425,2,5
"Majorque","Civita.Vecchia",1425,2,2
"Venice","Modon",1425,1,1
"Modon","Rhodes",1425,1,1
"Rhodes","Jaffa",1425,1,8
"Jaffa","Beyrouth",1425,1,28
"Beyrouth","Tripoli.Syria",1425,1,1
"Tripoli.Syria","Laodicée",1425,1,1
"Laodicée","Modon",1425,1,1
"Modon","Corfou",1425,1,1
"Venice","Modon",1425,1,1
"Modon","Jaffa",1425,1,8
"Jaffa","Beyrouth",1425,1,28
"Beyrouth","Tripoli.Syria",1425,1,1
"Tripoli.Syria","Laodicée",1425,1,1
"Laodicée","Modon",1425,1,1
"Modon","Corfou",1425,1,1
"Venice","Modon",1425,1,1
"Modon","Alexandrie",1425,1,24
"Venice","Modon",1425,1,1
"Modon","Crete",1425,1,1
"Crete","Modon",1425,1,1
"Modon","Corfou",1425,1,1
"Venice","Sluis",1426,2,1
"Sluis","Bruges",1426,2,1
"Venice","London",1426,2,1
"Venice","Corfou",1426,3,1
"Corfou","Modon",1426,3,1
"Modon","Coron",1426,3,1
"Coron","Negrepont",1426,3,2
"Negrepont","Thessalonique",1426,3,2
"Thessalonique","Constantinople",1426,3,2
"Constantinople","Simisso",1426,3,1
"Simisso","Sinope",1426,3,2
"Sinope","Trebizonde",1426,3,20
"Trebizonde","Constantinople",1426,3,1
"Constantinople","Tana",1426,3,1
"Tana","Black.Sea",1426,3,10
"Black.Sea","Caffa",1426,3,1
"Venice","Messine",1426,2,2
"Messine","Palerme",1426,2,2
"Palerme","Napoli",1426,2,2
"Napoli","Calabre",1426,2,2
"Calabre","Civita.Vecchia",1426,2,2
"Civita.Vecchia","Gaete",1426,2,2
"Gaete","Pise",1426,2,1
"Pise","Talamone",1426,2,1
"Talamone","Locum.Buccari",1426,2,1
"Locum.Buccari","Aigues.Mortes",1426,2,1
"Aigues.Mortes","Agde",1426,2,1
"Venice","Alexandrie",1426,3,8
"Alexandrie","Beyrouth",1426,3,15
"Beyrouth","Crete",1426,3,1
"Venice","Alexandrie",1426,3,8
"Alexandrie","Beyrouth",1426,3,15
"Beyrouth","Crete",1426,3,1
"Venice","Jaffa",1426,1,1
"Jaffa","Rama",1426,1,1
"Rama","Beyrouth",1426,1,1
"Venice","Messine",1427,2,1
"Messine","Palerme",1427,2,1
"Palerme","Majorque",1427,2,1
"Majorque","Malaga",1427,2,1
"Malaga","Cadix",1427,2,1
"Cadix","London",1427,2,60
"Venice","Messine",1427,2,1
"Messine","Palerme",1427,2,1
"Palerme","Majorque",1427,2,1
"Majorque","Malaga",1427,2,1
"Malaga","Cadix",1427,2,1
"Cadix","Bruges",1427,2,60
"Venice","Corfou",1427,3,1
"Corfou","Modon",1427,3,1
"Modon","Coron",1427,3,2
"Coron","Negrepont",1427,3,2
"Negrepont","Thessalonique",1427,3,2
"Thessalonique","Constantinople",1427,3,2
"Constantinople","Tana",1427,3,14
"Tana","Constantinople",1427,3,1
"Venice","Corfou",1427,1,1
"Corfou","Modon",1427,1,1
"Modon","Coron",1427,1,2
"Coron","Negrepont",1427,1,2
"Negrepont","Thessalonique",1427,1,2
"Thessalonique","Constantinople",1427,1,2
"Constantinople","Black.Sea",1427,1,1
"Black.Sea","Caffa",1427,1,1
"Caffa","Sinope",1427,1,2
"Sinope","Simisso",1427,1,2
"Simisso","Trebizonde",1427,1,10
"Trebizonde","Constantinople",1427,1,1
"Venice","Modon",1427,3,1
"Modon","Coron",1427,3,1
"Coron","Crete",1427,3,6
"Crete","Modon",1427,3,6
"Venice","Aigues.Mortes",1427,1,1
"Venice","Modon",1427,3,1
"Venice","Crete",1427,1,1
"Crete","Alexandrie",1427,1,25
"Alexandrie","Beyrouth",1427,1,1
"Beyrouth","Syria",1427,1,1
"Syria","Rhodes",1427,1,1
"Rhodes","Cap.Malee",1427,1,1
"Cap.Malee","Modon",1427,1,1
"Venice","Sicily",1428,2,1
"Sicily","Messine",1428,2,1
"Messine","Palerme",1428,2,1
"Palerme","Majorque",1428,2,1
"Majorque","Bruges",1428,2,1
"Venice","Sicily",1428,2,1
"Sicily","Messine",1428,2,1
"Messine","Palerme",1428,2,1
"Palerme","Majorque",1428,2,1
"Majorque","London",1428,2,1
"Venice","Flanders",1428,2,1
"Venice","Corfou",1428,3,2
"Corfou","Modon",1428,3,2
"Modon","Coron",1428,3,2
"Coron","Negrepont",1428,3,2
"Negrepont","Thessalonique",1428,3,2
"Thessalonique","Gallipoli",1428,3,1
"Gallipoli","Tana",1428,3,10
"Venice","Black.Sea",1428,1,1
"Black.Sea","Sinope",1428,1,2
"Sinope","Simisso",1428,1,2
"Simisso","Trebizonde",1428,1,10
"Trebizonde","Constantinople",1428,1,1
"Venice","Modon",1428,1,1
"Modon","Coron",1428,1,1
"Coron","Crete",1428,1,1
"Crete","Rhodes",1428,1,1
"Rhodes","Beyrouth",1428,1,28
"Beyrouth","Jaffa",1428,1,1
"Jaffa","Acre",1428,1,6
"Acre","Laodicée",1428,1,2
"Venice","Modon",1428,2,1
"Modon","Coron",1428,2,1
"Coron","Crete",1428,2,1
"Crete","Rhodes",1428,2,1
"Rhodes","Beyrouth",1428,2,28
"Beyrouth","Tripoli.Syria",1428,2,2
"Tripoli.Syria","Laodicée",1428,2,2
"Laodicée","Beyrouth",1428,2,1
"Venice","Modon",1428,3,1
"Modon","Coron",1428,3,1
"Coron","Crete",1428,3,1
"Crete","Rhodes",1428,3,1
"Rhodes","Alexandrie",1428,3,20
"Venice","Corfou",1428,2,1
"Corfou","Modon",1428,2,1
"Modon","Crete",1428,2,1
"Venice","Jaffa",1428,1,1
"Jaffa","Jerusalem",1428,1,1
"Venice","Jaffa",1428,1,1
"Venice","Pula",1429,1,1
"Pula","Messine",1429,1,2
"Messine","Palerme",1429,1,2
"Palerme","Napoli",1429,1,2
"Napoli","Calabre",1429,1,1
"Calabre","Civita.Vecchia",1429,1,2
"Civita.Vecchia","Gaete",1429,1,2
"Gaete","Pise",1429,1,1
"Pise","Locum.Buccari",1429,1,1
"Locum.Buccari","Aigues.Mortes",1429,1,1
"Aigues.Mortes","Collioure",1429,1,3
"Collioure","Barcelone",1429,1,3
"Barcelone","Valencia",1429,1,3
"Valencia","Majorque",1429,1,3
"Venice","Bruges",1429,2,2
"Venice","London",1429,2,2
"Venice","Corfou",1429,2,1
"Corfou","Modon",1429,2,1
"Modon","Coron",1429,2,1
"Coron","Negrepont",1429,2,1
"Negrepont","Thessalonique",1429,2,2
"Thessalonique","Constantinople",1429,2,2
"Constantinople","Tana",1429,2,10
"Tana","Constantinople",1429,2,1
"Venice","Corfou",1429,1,1
"Corfou","Modon",1429,1,1
"Modon","Coron",1429,1,1
"Coron","Negrepont",1429,1,1
"Negrepont","Thessalonique",1429,1,2
"Thessalonique","Black.Sea",1429,1,1
"Black.Sea","Sinope",1429,1,2
"Sinope","Simisso",1429,1,2
"Simisso","Trebizonde",1429,1,10
"Trebizonde","Constantinople",1429,1,1
"Venice","Crete",1429,1,2
"Crete","Beyrouth",1429,1,22
"Beyrouth","Jaffa",1429,1,1
"Jaffa","Acre",1429,1,4
"Acre","Jaffa",1429,1,2
"Jaffa","Alexandrie",1429,1,14
"Venice","Crete",1429,1,2
"Crete","Beyrouth",1429,1,22
"Beyrouth","Tripoli.Syria",1429,1,1
"Tripoli.Syria","Laodicée",1429,1,2
"Laodicée","Alexandrie",1429,1,14
"Venice","Crete",1429,4,2
"Crete","Beyrouth",1429,4,22
"Beyrouth","Alexandrie",1429,4,14
"Venice","Corfou",1429,2,1
"Corfou","Modon",1429,2,1
"Modon","Crete",1429,2,6
"Crete","Alexandrie",1429,2,1
"Alexandrie","Jaffa",1429,2,1
"Jaffa","Acre",1429,2,14
"Acre","Modon",1429,2,4
